merged_token,attention_score,start_token_index,end_token_index,attention_score_normalized,lime_example_id,doc_id,true_label,baseline_pred,distilbert_pred,model_comparison_outcome
away,9.07003995962441e-05,28,28,9.696023046980488e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
>,0.00016340349975507706,29,29,0.0001746810495472289,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
from,3.30593938997481e-05,30,30,3.53410400172523e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
the,0.0022537922486662865,31,31,0.0024093412689969247,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
mouse,0.011116641573607922,32,32,0.011883874093448571,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
as,0.0005455393111333251,33,33,0.0005831905655685358,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
it,0.0011533579090610147,34,34,0.001232958720959804,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
moved,0.000506019510794431,35,35,0.0005409432439907098,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
near,0.0006524806376546621,36,36,0.0006975126161042963,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
them,0.006210748106241226,37,37,0.006639392664770469,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
.,0.017035657539963722,38,38,0.0182114002654069,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
does,9.239448263542727e-05,39,39,9.877123331704028e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
anyone,6.288510485319421e-05,40,40,6.72252193686702e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
know,0.0001820595789467916,41,41,0.0001946247074158154,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
the,0.0015244473470374942,42,42,0.0016296594807280087,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
name,0.00028532135183922946,43,43,0.0003050132541360223,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
>,0.0009465873590670526,44,44,0.0010119175759259393,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
of,0.000183457275852561,45,45,0.0001961188685740199,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
this,0.0006100476603023708,46,46,0.0006521510600150931,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
program,0.007295373361557722,47,47,0.0077988750396773745,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
and,0.00015414657536894083,48,48,0.00016478524395081682,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
the,0.00031549707637168467,49,49,0.0003372716038046533,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
ftp,0.004081804305315018,50,51,0.00436351645569128,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
location,0.00041794744902290404,52,52,0.0004467927502185548,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
(,0.00044738806900568306,53,53,0.0004782652609396918,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
probably,0.0002583198656793684,54,54,0.000276148217898676,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
at,0.0003276303468737751,55,55,0.0003502422710726274,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
cica,0.0006119224999565631,56,57,0.0006541552946796992,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
),0.019931571558117867,58,58,0.02130718034874616,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
as,0.00022536650067195296,59,59,0.00024092052452468873,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
i,0.0005231539835222065,60,60,0.0005592602793296863,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
remember,0.0012260526418685913,61,61,0.0013106705952000515,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
it,0.00010166063293581828,62,62,0.00010867690156870442,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
",",0.001898308633826673,63,63,0.00202932339281862,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
the,0.00017014746845234185,64,64,0.00018189046386159563,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
name,0.0001940357033163309,65,65,0.00020742738286349518,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
of,8.820907532935962e-05,66,66,9.429696353639063e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
the,0.00036862390697933733,67,67,0.00039406506626765215,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
program,0.010967359878122807,68,68,0.011724289486725853,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
your,0.0025008174125105143,69,69,0.002673415263431338,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
looking,0.007980689406394958,70,70,0.008531489250285827,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
for,0.002353632589802146,71,71,0.0025160722484612948,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
is,0.0003777585516218096,72,72,0.00040383015279137855,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
called,0.00033406700822524726,73,73,0.00035712316874091804,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
icofrite,0.18271956592798233,74,76,0.19533024443757263,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
.,0.0005026313592679799,77,77,0.0005373212538524775,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
cica,0.0006457386043621227,78,79,0.0006903052707696592,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
was,0.0002330504503333941,80,80,0.00024913479406934644,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
where,0.00030707500991411507,81,81,0.000328268275171118,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
i,0.000499397108796984,82,82,0.000533863786493339,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
saw,0.0011323313228785992,83,83,0.0012104809518285128,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
it,0.0006241964874789119,84,84,0.0006672763907746245,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
last,0.00040234430343843997,85,85,0.00043011272897655134,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
.,0.0031474102288484573,86,86,0.0033646337009611694,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
it,0.0001418269966961816,87,87,0.00015161541016045838,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
was,0.0001431584096280858,88,88,0.00015303871265198626,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
quite,0.0003233531897421926,89,89,0.00034566991920780736,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
a,0.00010437302989885211,90,90,0.00011157649887844161,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
while,0.000422037293901667,91,91,0.00045116486218052933,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
ago,0.00034142701770178974,92,92,0.0003649911408588166,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
.,0.010026213712990284,93,93,0.010718188637300254,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
richard,0.00031969172414392233,94,94,0.00034175575179679356,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
calderon,0.00012707650603260845,95,95,0.00013584689116110017,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
:,0.00014146258763503283,96,96,0.00015122585083424199,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
<,0.00014598855341318995,97,97,0.0001560641832660953,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
email,0.00011191148223588243,98,98,0.00011963522937177857,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
>,6.514781125588343e-05,99,99,6.964409001606407e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
*,0.0001339617883786559,100,100,0.00014320737210819938,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
university,8.51054210215807e-05,101,101,9.097910564027933e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
of,9.512205724604428e-05,102,102,0.00010168705578360376,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
miami,0.00016603049880359322,103,103,0.00017748935507093063,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
school,6.174916052259505e-05,104,104,6.601087605170511e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
of,0.00027398712700232863,105,105,0.0002928967799278094,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
medicine,0.000971553148701787,106,106,0.0010386064188375502,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
*,0.0006216217880137265,107,107,0.0006645239943723356,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
information,0.0009279416990466416,108,108,0.0009919850563241673,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
systems,0.0006680122460238636,109,109,0.0007141161628775002,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
computing,0.0002210527309216559,110,110,0.00023630903316363197,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
*,6.68467691866681e-05,111,111,7.146030420321971e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
1029,0.00029053993057459593,112,113,0.0003105920012987515,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
nw,0.00023775380395818502,114,114,0.000254162757049342,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
15,0.00023581918503623456,115,115,0.00025209461735669914,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
st,7.650482439203188e-05,116,116,8.17849252938742e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
.,0.03999650850892067,117,117,0.04275693051271905,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
*,9.232748561771587e-05,118,118,9.869961239467386e-05,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
miami,0.00023408274864777923,119,119,0.00025023833807711194,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
",",0.0007526916451752186,120,120,0.0008046398440774669,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
florida,0.000386288040317595,121,121,0.0004129483175780218,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
33136,0.0018290867446921766,122,123,0.0019553240460250696,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
*,0.00039559113793075085,124,124,0.00042289348311940974,lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct
re,0.0009189339471049607,1,1,0.000955803503326405,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
:,0.0003806238528341055,2,2,0.00039589527967114985,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
using,0.00045165084884501994,3,3,0.0004697720276483671,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
microsoft,0.34254613518714905,4,4,0.3562898041739239,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
foundation,0.023706862702965736,5,5,0.024658031728786067,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
classes,0.01617012359201908,6,6,0.01681890284624284,lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct
