lime_example_id,doc_id,true_label,baseline_pred,distilbert_pred,model_comparison_outcome,explained_label,token_or_phrase,lime_weight,weight_direction
lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct,comp.os.ms-windows.misc,made,0.04209737798241971,supports_predicted_class
lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct,comp.os.ms-windows.misc,saw,-0.04013348298833951,opposes_predicted_class
lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct,comp.os.ms-windows.misc,anyone,0.03128599825112494,supports_predicted_class
lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct,comp.os.ms-windows.misc,know,0.03051298718639787,supports_predicted_class
lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct,comp.os.ms-windows.misc,i,0.029604911443927805,supports_predicted_class
lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct,comp.os.ms-windows.misc,run,0.024576040380548232,supports_predicted_class
lime_example_02,doc_05859,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.os.ms-windows.misc,both_correct,comp.os.ms-windows.misc,1029,0.017318462074238417,supports_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,microsoft,0.938797949858455,supports_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,bwc,-0.030217506001379627,opposes_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,ctrltest,-0.02621686792477605,opposes_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,mfc,-0.0222060422930394,opposes_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,pointers,-0.020729440711007758,opposes_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,function,0.019377296539925808,supports_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,c,-0.016342005804893825,opposes_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,functions,0.016219084815714577,supports_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,isn,0.0068397349657773965,supports_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,re,0.0061100546646386394,supports_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,and,0.004420696930891168,supports_predicted_class
lime_example_03,doc_00547,comp.os.ms-windows.misc,comp.windows.x,comp.os.ms-windows.misc,baseline_wrong_distilbert_correct,comp.os.ms-windows.misc,that,0.002098181312041886,supports_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,monitor,0.2652945755527464,supports_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,interlaced,-0.24122296366041637,opposes_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,samtron,0.21337833731180805,supports_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,manual,0.11919020776570048,supports_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,431,0.08570225462156422,supports_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,428,0.08153286519160696,supports_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,colleague,-0.07605027212221116,opposes_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,model,0.0734485172354124,supports_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,cover,0.061532939142477566,supports_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,non,-0.05610322596427919,opposes_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,for,-0.040145839585512384,opposes_predicted_class
lime_example_04,doc_05908,comp.sys.ibm.pc.hardware,sci.electronics,comp.sys.ibm.pc.hardware,baseline_wrong_distilbert_correct,comp.sys.ibm.pc.hardware,university,-0.039328416995850456,opposes_predicted_class
lime_example_05,doc_01796,comp.graphics,comp.graphics,sci.electronics,baseline_correct_distilbert_wrong,sci.electronics,test,0.4211708744099403,supports_predicted_class
lime_example_05,doc_01796,comp.graphics,comp.graphics,sci.electronics,baseline_correct_distilbert_wrong,sci.electronics,sorry,-0.3203427678636915,opposes_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,3d,0.2943919869754177,supports_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,2d,0.26023885632081456,supports_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,windows,-0.21566632910182237,opposes_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,3,-0.15238246084677848,opposes_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,graphics,0.14162229194262138,supports_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,for,-0.11042136461248084,opposes_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,cica,0.10627594763067182,supports_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,of,0.0997418306573815,supports_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,win3,-0.08137289849884383,opposes_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,has,0.07471327809019121,supports_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,chemistry,0.05501056864418723,supports_predicted_class
lime_example_06,doc_05642,comp.os.ms-windows.misc,comp.os.ms-windows.misc,comp.graphics,baseline_correct_distilbert_wrong,comp.graphics,directory,-0.05371886534901255,opposes_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,ibm,0.1189387508011954,supports_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,drives,0.09954179220790532,supports_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,memory,0.05483846240818887,supports_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,switches,-0.047803115656812716,opposes_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,color,0.041996800427340046,supports_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,drive,0.03993844042111012,supports_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,switch,-0.03303529378080907,opposes_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,1,-0.030421394005397534,opposes_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,email,0.029451056262527222,supports_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,post,-0.028857941182870328,opposes_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,settings,-0.02569989685138341,opposes_predicted_class
lime_example_07,doc_00009,sci.electronics,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,both_wrong_same_prediction,comp.sys.ibm.pc.hardware,got,0.024905809123410793,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,classroom,0.11088506360686154,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,problem,0.08395563953523515,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,have,0.07220347289220161,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,software,-0.06907241436932968,opposes_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,working,0.06663375752434292,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,scheduling,0.05445418662771373,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,some,0.05334913390495359,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,if,0.044444910158147936,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,lorenza,-0.04367391220807513,opposes_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,on,0.03910761554195713,supports_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,of,-0.03600085373433549,opposes_predicted_class
lime_example_08,doc_02004,comp.windows.x,comp.graphics,sci.electronics,both_wrong_different_prediction,sci.electronics,please,0.034329662510086276,supports_predicted_class
